Features	Z-stat	p-val
___________	0.6236263736263736	0.429702886455403
____________	0.3118131868131868	0.5765696670531635
_____________________	0.3118131868131868	0.5765696670531635
___________________________	3.20704845814978	0.07332163858419319
_______________________________	3.20704845814978	0.07332163858419319
________________________________	3.20704845814978	0.07332163858419319
_________________________________	0.6236263736263736	0.429702886455403
__________________________________	3.20704845814978	0.07332163858419319
___________________________________	0.3118131868131868	0.5765696670531635
____________________________________	0.6236263736263736	0.429702886455403
_____________________________________	3.20704845814978	0.07332163858419319
______________________________________	0.3118131868131868	0.5765696670531635
_________________________________________	0.7594308224814832	0.3835067039973348
___________________________________________	0.3118131868131868	0.5765696670531635
____________________________________________	0.3118131868131868	0.5765696670531635
_____________________________________________	0.7594308224814832	0.3835067039973348
_________________________________________________	0.3118131868131868	0.5765696670531635
__________________________________________________	0.6236263736263736	0.429702886455403
___________________________________________________	0.3118131868131868	0.5765696670531635
____________________________________________________	0.15143373513417566	0.6971689777482954
________________________________________________________	0.3118131868131868	0.5765696670531635
__________________________________________________________	0.6236263736263736	0.429702886455403
____________________________________________________________	3.20704845814978	0.07332163858419319
_____________________________________________________________	0.3118131868131868	0.5765696670531635
_______________________________________________________________	3.0466690064707693	0.08090291644637876
________________________________________________________________	3.20704845814978	0.07332163858419319
___________________________________________________________________	0.3118131868131868	0.5765696670531635
_______________________________________________________________________	3.20704845814978	0.07332163858419319
__________________________________________________________________________	0.2986653149907881	0.5847203606668215
____________________________________________________________________________	6.41409691629956	0.011321789228352705
___________________________________________________________________________________	0.3118131868131868	0.5765696670531635
____________________________________________________________________________________	0.3118131868131868	0.5765696670531635
________________________________________________________________________________________	0.3118131868131868	0.5765696670531635
___________________________________________________________________________________________	0.3118131868131868	0.5765696670531635
______________________________________________________________________________________________	0.3118131868131868	0.5765696670531635
_____________________________________________________________________________________________________________________________	0.3118131868131868	0.5765696670531635
________________________________________________________________________________________________________________________________	0.3118131868131868	0.5765696670531635
_faq	0.3118131868131868	0.5765696670531635
_lcs_senior_citizens	3.20704845814978	0.07332163858419319
_overview	0.3118131868131868	0.5765696670531635
a1	3.20704845814978	0.07332163858419319
a1c	0.6236263736263736	0.429702886455403
a2	0.7594308224814832	0.3835067039973348
a6	0.6236263736263736	0.429702886455403
a8	0.6236263736263736	0.429702886455403
aa	0.3028674702683513	0.5820903338500185
aaa	0.15143373513417566	0.6971689777482954
aaox4	0.3118131868131868	0.5765696670531635
aarp	0.25841839616226014	0.6112088256949
ab	3.20704845814978	0.07332163858419319
aback	0.3118131868131868	0.5765696670531635
abandoned	0.03921188943215374	0.8430294770053507
abc	4.677197802197803	0.03056556872987559
abcess	3.20704845814978	0.07332163858419319
abd	0.15143373513417566	0.6971689777482954
abdomen	0.006683569734230532	0.9348430501245918
abdominal	3.4545363384255783	0.06307842415652203
abduction	0.3118131868131868	0.5765696670531635
abemaciclib	0.3118131868131868	0.5765696670531635
aberrant	0.3118131868131868	0.5765696670531635
abilify	0.3118131868131868	0.5765696670531635
abilities	0.03921188943215374	0.8430294770053507
ability	0.07057851084414303	0.7904963241728555
abl	0.3118131868131868	0.5765696670531635
ablations	0.3118131868131868	0.5765696670531635
ablative	3.20704845814978	0.07332163858419319
able	0.007758277613247459	0.9298122295703319
abnormal	0.07449818903563407	0.7848965983342419
